No.,Parent Company Name,Mill Name,Country,State/Province,Latitude,Longitude
598,Felda Global Ventures,Kechau B,Malaysia,Pahang,4.2407,102.1047
599,Felda Global Ventures,Lepar Utara 4,Malaysia,Pahang,3.878967,102.815467
600,Felda Global Ventures,Pasoh,Malaysia,Negeri Sembilan,3.014078,102.286233
601,Felda Global Ventures,Keratong 3,Malaysia,Pahang,2.929591,102.935503
602,Felda Global Ventures,Serting,Malaysia,Negeri Sembilan,2.900353,102.445975
603,Felda Global Ventures,Sungai Tengi,Malaysia,Selangor,3.585478,101.415704
604,Felda Global Ventures,Tementi,Malaysia,Pahang,3.26472222,102.5988889
605,Felda Global Ventures,Tersang,Malaysia,Pahang,4.106944,101.801389
606,Felda Global Ventures,Trolak,Malaysia,Perak,3.93480278,101.3552556
607,Sime Darby Plantation,Sekunyir,Indonesia,Kalimantan Tengah,-2.444722,112.006667
608,Sime Darby Plantation,Kridatama Lancar Sukamandang,Indonesia,Kalimantan Tengah,-2.06215,112.315367
609,Sime Darby Plantation,Teguh Sempurna (Pemantang),Indonesia,Kalimantan Tengah,-2.148333333,112.2927778
610,Sime Darby Plantation,Bhumireksa Nusasejati (Teluk Bakau),Indonesia,Riau,0.2565,103.588833
611,Sime Darby Plantation,Bhumireksa Nusasejati (Mandah),Indonesia,Riau,0.115972,103.5491
612,Sime Darby Plantation,Laguna Mandiri (Rantau),Indonesia,Kalimantan Selatan,-2.441267,116.112717
613,Perkebunan Nusantara VII,Betung,Indonesia,Sumatera Selatan,-2.848944,104.1649
614,Sime Darby Plantation,Langgeng Muara Makmur (Bebunga),Indonesia,Kalimantan Selatan,-2.373611,116.329722
615,Sime Darby Plantation,Pondok Labu Factory,Indonesia,Kalimantan Selatan,-2.475,116.505669
616,Sime Darby Plantation,Sajang Heulang (Mustika),Indonesia,Kalimantan Selatan,-3.488611,115.738611,
617,Sime Darby Plantation,Gunung Aru Factory,Indonesia,Kalimantan Selatan,-3.494133,116.166533
618,Kencana Agri,Alam Raya Kencana Mas,Indonesia,Kalimantan Selatan,-2.400916667,115.9900139
619,Saraswanti Sawit Makmur,Saraswanti Sawit Makmur,Indonesia,Kalimantan Timur,-2.266944,116.015
620,Erasakti Wiraforestama,Erasakti Wiraforestama,Indonesia,Jambi,-1.529469,103.726249
621,Cargill,Hindoli (Sungai Lilin),Indonesia,Sumatera Selatan,-2.6081,104.12525
622,Cargill,Hindoli (Tanjung Dalam),Indonesia,Sumatera Selatan,-2.549811,103.943967
623,Sinar Bengkulu Selatan,Trinity Interlink,Indonesia,Bengkulu,-4.3782,102.840583
624,Mitra Agrolika,Sejati Palma Sejahtera,Indonesia,Sumatera Selatan,-2.212233,103.800117
625,Adimulia Palmo Lestari,Adimulia Palmo Lestari,Indonesia,Jambi,-1.705469,102.867739
626,Bakrie Sumatera Plantations,Agro Mitra Madani (Agrowiyana),Indonesia,Jambi,-1.077625,103.109411
627,Bakrie Sumatera Plantations,Sumbertama Nusa Pertiwi,Indonesia,Jambi,-1.6804,103.799883
628,Bell Group,Southern Malay,Malaysia,Johor,1.767244,103.376323
629,Bukit Barisan Indah Prima,Bukit Barisan Indah Prima,Indonesia,Jambi,-1.339617,103.455383
630,Felda Global Ventures,Adela,Malaysia,Johor,1.552768,104.1873
631,Felda Global Ventures,Air Tawar,Malaysia,Johor,1.666879,104.0269
632,Felda Global Ventures,Belitong,Malaysia,Johor,1.937607,103.4986
633,Felda Global Ventures,Chini 2,Malaysia,Pahang,3.395214,102.9681
634,Felda Global Ventures,Chini 3,Malaysia,Pahang,3.36599167,102.9309806
635,Felda Global Ventures,Lok Heng,Malaysia,Johor,1.720542,104.119997
636,Felda Global Ventures,Nitar,Malaysia,Johor,2.406239,103.657706
637,Felda Global Ventures,Palong Timur,Malaysia,Johor,2.74,102.71
638,Felda Global Ventures,Panching,Malaysia,Pahang,3.82397222,103.1651583
639,Felda Global Ventures,Penggeli,Malaysia,Johor,1.827009,103.639143
640,Felda Global Ventures,Semenchu,Malaysia,Johor,1.578283,104.104929
641,Felda Global Ventures,Tenggaroh,Malaysia,Johor,2.05401,103.933
642,Felda Global Ventures,Wa Ha,Malaysia,Johor,1.792735,104.076218
643,Felda Global Ventures,Sampadi,Malaysia,Sarawak,1.619547,109.948545
644,Indah Group,Bastian Olah Sawit,Indonesia,Sumatera Selatan,-2.35175,103.914111
645,Jeng Huat (Bahau) Realty,Ladang Bukit Cantek,Malaysia,Johor,2.342278,103.4384
646,Kenangan Sanubari,Jernih Kemboja,Malaysia,Johor,2.394981,103.0166791
647,Kuantan Trading Oil,Kuantan Trading Oil Mill,Malaysia,Pahang,3.087465,103.058577
648,Bukit Bintang Sawit,Bukit Bintang Sawit,Indonesia,Jambi,-1.386306,103.4955
649,Palma Abadi,Kedaton Mulia Primas,Indonesia,Jambi,-1.9071667,103.0136,
650,Pembangunan Ladang Hassan,Palma Abadi,Indonesia,Jambi,-1.3217167,103.2658
651,Palma Jaya Sejahtera,Palma Jaya Sejahtera,Indonesia,Jambi,-1.874576,103.560276
652,Surya Utama Agrolestari,Surya Utama Agrolestari,Indonesia,Jambi,-1.805056,103.430583
653,Kilang Kelapa Sawit Fortuna,Fortuna,Malaysia,Sabah,6.0475,117.219722
654,Inti Indosawit Subur,Buatan II,Indonesia,Riau,0.459779,101.867749
655,Inti Indosawit Subur,Negeri Lama I,Indonesia,Sumatera Utara,2.359694,100.041889
656,Cisadane Raya Chemicals,Angso Duo Sawit,Indonesia,Jambi,-1.782611,103.494722
657,Perkebunan Nusantara VI,Aur Gading,Indonesia,Jambi,-1.866666667,103.0166667
658,Suryabumi Tunggal Perkasa,Batu Bulan,Indonesia,Kalimantan Selatan,-2.433027778,115.76925
659,Bayung Agro Sawita,Bayung Agro Sawita,Indonesia,Sumatera Selatan,-2.008928333,103.7050478
660,Sampoerna Agro,Belida,Indonesia,Sumatera Selatan,-3.838917,104.971583
661,Binakarya Eramandiri,Mangsang,Indonesia,Sumatera Selatan,-2.173,103.987
662,Sime Darby Plantation,Sime Indo Agro (Bukit Ajong),Indonesia,Kalimantan Barat,0.266667,110.483333
663,Bumi Mekar Tani,Bumi Mekar Tani,Indonesia,Sumatera Selatan,-2.494944,102.875972
664,Perkebunan Nusantara VI,Bunut,Indonesia,Jambi,-1.9109,103.4034
665,Sriwijaya Palm Oil Group,Cipta Lestari Sawit,Indonesia,Sumatera Selatan,-2.650019281,104.5299154
666,Cipta Tumbuh Berbuah,Cipta Tumbuh Berbuah,Indonesia,Kalimantan Barat,-0.298771,109.580328
667,Tunjuk Langit,Citra Koprasindo Tani (Rantau Badak),Indonesia,Jambi,-1.295921,103.143637
668,Harum Agro,Citra Sawit Harum,Indonesia,Jambi,-1.742492,102.054471
669,Topjaya,Daya Semesta Agro Persada,Indonesia,Sumatera Selatan,-2.963908,104.917801
670,Jawa Pos Agro,Dharmasraya Palma Sejahtera,Indonesia,Jambi,-1.646226,102.925742
671,Kuala Mas,Dwi Mitra Daya Riau,Indonesia,Riau,1.813867,100.398467
672,Fortius Wajo Perkebunan,Fortius Wajo Perkebunan,Indonesia,Jambi,-1.050972,102.9062
673,Ganda Buanindo,Ganda Buanindo,Indonesia,Riau,0.006217,101.237517
674,Kuala Mas,Geliga Bagan Riau,Indonesia,Riau,1.599033,100.421917
675,Sampoerna Agro,Gunung Tua Abadi (Sumber Sawit),Indonesia,Sumatera Selatan,-3.808083,105.17375
676,Hamita Utama Karsa,Hamita Utama Karsa,Indonesia,Sumatera Selatan,-2.670944,104.2026
677,Ahmad Zaki Resources,Ichtiar Gusti Pudi,Indonesia,Kalimantan Barat,0.23495,109.852133
678,Mitra Agrolika,Inti Guna Nabati,Indonesia,Jambi,-2.416483,102.680667
679,Grahacipta Bangkojaya,Grahacipta Bangkojaya,Indonesia,Jambi,-2.08095,102.43765
680,Kuala Mas,Kuala Mas Sawit Abadi,Indonesia,Sumatera Utara,1.812333,100.024367
681,Kurnia Mitra Sawit,Kurnia Mitra Sawit,Indonesia,Sumatera Utara,2.41436,99.709816
682,Lambang Sawit Perkasa,Lambang Sawit Perkasa,Indonesia,Jambi,-2.223756,102.480456,
683,Libo Sawit Perkasa,Libo Jaya Perkasa,Indonesia,Riau,0.955064,101.139711
684,Perkebunan Nusantara V,Lubuk Dalam,Indonesia,Riau,0.629944,101.779556
685,Mahkota Group,Andalan Sawit,Indonesia,Sumatera Selatan,-3.22145,104.470717
686,Petaling Mandraguna,Petaling Mandraguna (Danau Lamo),Indonesia,Jambi,-1.444417,103.627917
687,Sime Darby Plantation,Mitra Austral Sejahtera,Indonesia,Kalimantan Barat,0.358807,110.430703
688,Mitra Agrolika,Mitra Agrolika Sejahtera,Indonesia,Sumatera Selatan,-1.962778,103.615472
689,Muara Jambi Sawit Lestari,Muara Jambi Sawit Lestari,Indonesia,Jambi,-1.256074,103.707046
690,Perkebunan Nusantara VI,Ophir,Indonesia,Sumatera Barat,0.01405,99.83695
691,Palma Gemilang Kencana,Palma Gemilang Kencana,Indonesia,Jambi,-1.29917637,103.4865804
692 Sampoerna Agro,,Mutiara Bunda Jaya (Permada Bunda),Indonesia,Sumatera Selatan,-3.942361,105.110419
693,Makin,"Produk Sawitindo Jambi (Pelabuhan
Dagang)",Indonesia,Jambi,-1.139183,103.07365
694,Prosympac,Prosympac Agro Lestari,Indonesia,Sumatera Selatan,-1.980577778,103.8485011
695,Pundi,Pundi Lahan Khatulistiwa,Indonesia,Kalimantan Barat,-0.02075,109.5462
696,Putera Keritang Sawit,Putera Keritang Sawit,Indonesia,Riau,-0.852778,102.655556
697,Riau Agri,Riau Agri,Indonesia,Riau,-0.640962,102.794875
698,Risman Scham Palm Indonesia,Risman Scham Palm Indonesia,Indonesia,Riau,-0.95928,102.77847
699,Sakti Mait Jaya Langit,Sakti Mait Jaya Langit,Indonesia,Kalimantan Tengah,-1.512457,113.464411
700,Astra Agro Lestari,Sari Aditya Loka 1,Indonesia,Jambi,-1.957817,102.37265
701,Astra Agro Lestari,Sari Aditya Loka 2,Indonesia,Jambi,-2.006446,102.492852
702,Kencana Agri,Sawindo Kencana,Indonesia,Bangka Belitung,-2.076,105.647933
703,Tasma Puja,Sei Kuamang,Indonesia,Riau,0.313056,101.228611
704,Perkebunan Nusantara V,Sei Pagar,Indonesia,Riau,0.32605,101.35253
705,Tunas Baru Lampung,Sekijang,Indonesia,Riau,0.47806944,101.6002556
706,Sampoerna Agro,Selapan Jaya (Limau Mungkur),Indonesia,Sumatera Selatan,-3.706883,105.096717
707,Kuala Mas,Selatan Agung Sejahtera,Indonesia,Sumatera Selatan,-3.168703,103.105768
708,Nusaraya Permai,Nusaraya Permai,Indonesia,Kalimantan Barat,-0.03424,110.06648
709,Semunai Sawit Perkasa,Semunai Sawit Perkasa,Indonesia,Riau,1.163592,101.27829
710,Sibadihon Sawitta Torop Lestari,Sibadihon Sawitta Torop Lestari,Indonesia,Sumatera Utara,1.78615,100.19075
711,Adimulia Agrolestari,Singingi,Indonesia,Riau,-0.205611,101.318944
712,Perkebunan Nusantara IV,Sosa,Indonesia,Sumatera Utara,1.048917,100.012283
713,Sumber Guna Nabati,Sumber Guna Nabati,Indonesia,Jambi,-1.957817,102.37265
714 Sumber Kencana Indo Palma,,Ringin,Indonesia,Riau,-0.681639,102.501722,
715,Sungai Bahar Pasifik Utama,Sungai Bahar Pasifik Utama,Indonesia,Jambi,-1.5362,103.630567
716,Tebo Indah,Tebo Indah,Indonesia,Jambi,-1.500694,102.578667
717,Anugerah,Kemilau Permata Sawit (Tapan),Indonesia,Sumatera Barat,-2.2011,101.0881
718,Sampoerna Agro,Telaga Hikmah,Indonesia,Sumatera Selatan,-3.598556,105.060028
719,MP Evans,Gunung Pelawan Lestari (Tengkalat),Indonesia,Bangka Belitung,-1.623167,105.989222
720,Perkebunan Nusantara IV,Timur,Indonesia,Sumatera Utara,0.36719444,99.30764722
721,Wanapotensi Guna,Wanapotensi Guna,Indonesia,Sumatera Selatan,-2.821718,103.444369
722,Golden Agri Resources,Batu Ampar,Indonesia,Kalimantan Selatan,-3.1981,116.0219
723,Golden Agri Resources,Bukit Kapur,Indonesia,Kalimantan Selatan,-2.942661,116.047451
724,Golden Agri Resources,Tapian Nadenggan (Hanau),Indonesia,Kalimantan Tengah,-2.360861,112.109694
725,Golden Agri Resources,Jak Luay,Indonesia,Kalimantan Timur,0.950833,116.915
726,Golden Agri Resources,Sinar Kencana Inti Perkasa (Kasuari),Indonesia,Papua,-2.973111,140.029917
727,Golden Agri Resources,Kresna Duta Agroindo (Muara Wahau),Indonesia,Kalimantan Timur,1.109638,117.021523
728,Golden Agri Resources,Sawitakarya Manunggul Sawita,Indonesia,Kalimantan Selatan,-2.546639,116.140667
729 Golden Agri Resources,,Tapian Nadenggan (Semilar),Indonesia,Kalimantan Tengah,-2.248111,112.340417
730,Golden Agri Resources,Sinar Kencana Inti Perkasa (Sungai Kupang),Indonesia,Kalimantan Selatan,-3.053556,116.012889
731,Golden Agri Resources,Sinar Kencana Inti Perkasa (Senakin),Indonesia,Kalimantan Selatan,-2.807667,116.186301
732,Golden Agri Resources,Tanah Laut,Indonesia,Kalimantan Selatan,-3.790289,115.283066
733,Ja Wattie,Agri Bumi Sentosa,Indonesia,Kalimantan Selatan,-2.96285,114.711301
734,Rajawali,Jaya Mandiri Sukes,Indonesia,Kalimantan Timur,-0.558889,116.375
735,Duta Marga,Benua Lawas Lestari,Indonesia,Kalimantan Selatan,-2.9981944,115.956777
736,B Tanker,Buana Karya Bakti,Indonesia,Kalimantan Selatan,-3.670067,115.475917
737,TPS Agro,Bumiraya Investindo,Indonesia,Kalimantan Selatan,-3.965555556,116.0986111
738,Candimas,Candi Artha,Indonesia,Kalimantan Selatan,-3.94174,114.816068
739,Fajar Agro Sejahtera Cantung,Fajar Agro Sejahtera Cantung,Indonesia,Kalimantan Selatan,-2.970028,115.955028
740,Perkebunan Nusantara XIII,Gunung Meliau,Indonesia,Kalimantan Barat,-0.106833,110.292783
741,Hasnur Citra Terpadu,Hasnur Citra Terpadu,Indonesia,Kalimantan Selatan,-2.961638889,114.9871667
742,Gawi Makmur Kalimantan,Jorong,Indonesia,Kalimantan Selatan,-3.822704,114.963451
743,Batulicin Agro Sentosa,Karang Bintang,Indonesia,Kalimantan Selatan,-3.373856,115.906528
744,Fairco Agro Mandiri,Kemilau Indah Nusantara (Sangkulirang),Indonesia,Kalimantan Timur,0.724278,117.658667
745,Kharisma Alam Persada,Kharisma Alam Persada,Indonesia,Kalimantan Selatan,-2.928634,114.951608
746 Ja Wattie,,Kintap Jaya Wattindo,Indonesia,Kalimantan Selatan,-3.892888889,115.2028611,
747,Timurjaya Indomakmur,Korola,Indonesia,Sulawesi Tengah,-2.084444,121.023056
748,Kutai Balian Nauli,Kutai Balian Nauli,Indonesia,Kalimantan Timur,0.751819,117.405166
749,Megah Hijau Lestari,Megah Hijau Lestari,Indonesia,Kalimantan Timur,-1.24075,116.645
750,Triputra Agro Persada,Muaratoyu Subur Lestari,Indonesia,Kalimantan Timur,-1.352222,116.382778
751,Dharma Satya Nusantara,Swakarsa Sinarsentosa,Indonesia,Kalimantan Timur,1.124295,116.851821
752,Dharma Satya Nusantara,Dharma Satya Nusantara 2,Indonesia,Kalimantan Timur,1.25019525,116.727774
753,Dharma Satya Nusantara,Dharma Satya Nusantara 3,Indonesia,Kalimantan Timur,1.255633,116.8772
754,Dharma Satya Nusantara,Dharma Satya Nusantara 4,Indonesia,Kalimantan Timur,1.1514025,116.7463531
755,Dharma Satya Nusantara,Dharma Satya Nusantara,Indonesia,Kalimantan Tengah,-1.971111,111.3519
756,Chellam Plantations,Pucuk Jaya,Indonesia,Kalimantan Timur,-2.232983,116.048883
757,Eagle High Plantations,Safir,Indonesia,Kalimantan Selatan,-2.626944,116.158072
758,Sawit Kaltim Lestari,Sawit Kaltim Lestari,Indonesia,Kalimantan Timur,-0.066083,116.83015
759,Tsani Hutan Abadi,Sungai Perak,Indonesia,Kalimantan Timur,-0.661437,115.58972
760,Toscano Indah Pratama,Toscano Indah Pratama,Indonesia,Sulawesi Barat,-1.086785,119.472903
761,Yudha Wahana Abadi,Yudha Wahana Abadi,Indonesia,Kalimantan Timur,1.44075,117.2127
762,Anglo-Eastern Plantations,Sawit Graha Manunggal,Indonesia,Kalimantan Tengah,-2.072833,115.068667
763,Astra Agro Lestari,Gunung Sejahtera Ibu Pertiwi,Indonesia,Kalimantan Tengah,-2.373283,111.789683
764,Astra Agro Lestari,Gunung Sejahtera Puti Pesona,Indonesia,Kalimantan Tengah,-2.359567,111.953933
765,Astra Agro Lestari,Surya Indah Nusantara Pagi,Indonesia,Riau,-0.050662,102.252329
766,Cargill,Maya Agro Investama (Kedipi),Indonesia,Kalimantan Barat,-2.3404,110.9696
767,Cargill,Harapan Sawit Lestari (Manis Mata),Indonesia,Kalimantan Barat,-2.483162,111.018391
768,Cargill,Hindoli (Mukut),Indonesia,Sumatera Selatan,-2.4413889,104.4269444
769,Cargill,Harapan Sawit Lestari (Paku Juang),Indonesia,Kalimantan Barat,-2.433277778,110.8175
770,Cargill,Indo Sawit Kekal (River View),Indonesia,Kalimantan Barat,-2.514806,110.914703
771,Cargill,Sei Kerandi,Indonesia,Kalimantan Barat,-2.312391,110.399963
772,Arrtu Plantation,Kelampai,Indonesia,Kalimantan Barat,-1.934847634,110.4941257
773,Genting Plantations,Sepanjang Intisurya Mulia,Indonesia,Kalimantan Barat,-1.382733,110.479567
774,Mahanusa Group,Sepanjang Intisurya Utama 2,Indonesia,Kalimantan Barat,0.822423,110.660192
775,Makin,Persada Harapan Kahuripan (Rengas),Indonesia,Jambi,-1.580873,102.803861
776,Sime Darby Plantation,Bahari Gembira Ria (Ladang Panjang),Indonesia,Jambi,-1.791666,103.791388
777,Golden Agri Resources,Kresna Duta Agroindo (Rantau Panjang),Indonesia,Kalimantan Timur,0.970765775,116.8282375
778,Musim Mas,Multipersada Gatramegah,Indonesia,Kalimantan Tengah,-1.61075,112.6018
779,Sarana Esa Cita,Sarana Esa Cita,Indonesia,Kalimantan Barat,1.358028,109.383631,
780,Musim Mas,Unggul Lestari,Indonesia,Kalimantan Tengah,-1.59561,112.59664
781,Biccon Agro Makmur,Biccon Agro Makmur,Indonesia,Jambi,-1.742361,103.869167
782,Pinang Witmas Sejati,Pinang Witmas Sejati,Indonesia,Sumatera Selatan,-2.221933,104.1768
783,Sinar Jaya Agro Investama,Karya Sawitindo Mas,Indonesia,Bengkulu,-2.711257,101.339835
784,Triputra Agro Persada,Brahma Binabakti,Indonesia,Jambi,-1.346667,103.325833
785,Anglo-Eastern Plantations,Mitra Puding Mas,Indonesia,Bengkulu,-3.133826,101.601609
786,Bakrie Sumatera Plantations,Air Balam,Indonesia,Sumatera Barat,0.22833333,99.47527778
787,Agrowiratama,Pasaman,Indonesia,Sumatera Barat,0.198958,99.626589
788,Agro Wira Ligatsa,Agro Wira Ligatsa,Indonesia,Sumatera Barat,0.224338,99.71557
789,Damasraya Sawit Lestari,Damasraya Sawit Lestari,Indonesia,Sumatera Barat,-1.149817,101.740183
790,Sapta Sentosa Jaya Abadi,Sapta Sentosa Jaya Abadi,Indonesia,Bengkulu,-2.3855,101.1631
791,Sawita Pasaman Jaya,Sawita Pasaman Jaya,Indonesia,Sumatera Barat,0.324427,99.451574
792,Sentosa Sejahtera Sejati,Sentosa Sejahtera Sejati,Indonesia,Bengkulu,-2.66666,101.2998
793,Raja Garuda Mas,Usaha Sawit Mandiri (Muko Muko),Indonesia,Bengkulu,-2.3961,101.1628583
794,Sari Buah Sawit,Sari Buah Sawit,Indonesia,Sumatera Barat,-0.04944444,99.88361111
795,Sinar Jaya Agro Investama,Gajah Sakti Sawit,Indonesia,Bengkulu,-2.875492,101.423674
796,Sinar Jaya Agro Investama,Muko Muko Indah Lestari,Indonesia,Bengkulu,-2.677972,101.32002
797,Sungai Budi,Surya Andalan Primatama,Indonesia,Bengkulu,-2.58289,101.31022
798,Kuala Lumpur Kepong,Jabontara Eka Karsa,Indonesia,Kalimantan Timur,1.251775,118.349084
799,Kuala Lumpur Kepong,Hutan Hijau Mas,Indonesia,Kalimantan Timur,2.2114,117.165867
800,Adisurya Cipta Lestari,Bukit Taulid,Indonesia,Kalimantan Selatan,-3.452071,115.642476
801,Sime Darby Plantation,Melalap,Malaysia,Sabah,5.230789,115.986263
802,Sime Darby Plantation,Merotai,Malaysia,Sabah,4.369347,117.832905
803,Sime Darby Plantation,Derawan,Malaysia,Sarawak,3.390203,113.345417
804,Sime Darby Plantation,Lavang,Malaysia,Sarawak,3.431609,113.599189
805,Sime Darby Plantation,Rajawali,Malaysia,Sarawak,3.372505,113.400597
806,Salcra,Bau Palm Oil Mill,Malaysia,Sarawak,1.490067,109.985197
807,Palma Jaya Sejahtera,DD Palm Oil Mill,Malaysia,Sarawak,3.143164,113.30961
808,Keresa Group,Asian Plantations,Malaysia,Sarawak,3.58705,114.225871
809,KUB Malaysia,KUB Agro Holding,Malaysia,Sarawak,2.858111,111.930778
810,Salcra,Saratok,Malaysia,Sarawak,1.71251,111.430007
811,Salcra,Lubok Antu,Malaysia,Sarawak,1.168155,111.761971
812,Salcra,Serian,Malaysia,Sarawak,0.956144,110.622625,
813,TH Plantations,Pelita Gedong,Malaysia,Sarawak,1.155266,110.676239
814,TH Plantations,Saribas,Malaysia,Sarawak,1.665339,111.20196
815,Kapuasindo Palm Industry,Kapuasindo Palm Industry,Indonesia,Kalimantan Barat,0.80891,111.798696
816,Golden Agri Resources,Paramitra Internusa Pratama (Belian),Indonesia,Kalimantan Barat,0.487029,111.845392
817,Cargill,Surya Agrolika Reksa (Sei Basau),Indonesia,Riau,-0.136967,101.3908
818,Adimulia Agrolestari,Sei Teso,Indonesia,Riau,0.109167,101.386111
819,Bukit Barisan Indah Prima,Flora Wahana Tirta,Indonesia,Riau,0.138167,101.267556
820,Surya Dumai,Tirta Madu,Indonesia,Kepulauan Riau,1.036278,104.596081
821,Kuala Lumpur Kepong,Adei Plantation Nilo 2,Indonesia,Riau,0.3525,102.094722
822,Mahkota Group,Intan Sejati Andalan,Indonesia,Riau,1.430367,101.2873
823,Mahkota Group,Mutiara Unggul Lestari,Indonesia,Riau,0.855817,101.302617
824,Sime Darby Plantation,Lahan Tani Sakti (Alur Dumai),Indonesia,Riau,1.560622,100.541777
825,Sime Darby Plantation,Aneka Intipersada (Teluk Siak),Indonesia,Riau,0.591389,101.658889
826,Sime Darby Plantation,Tunggal Mitra Plantation (Manggala),Indonesia,Riau,1.52104,100.73098
827,Musim Mas,Bahana Nusa Interindo,Indonesia,Riau,1.696861111,100.7018333
828,Indomakmur Sawit Berjaya,Indomakmur Sawit Berjaya,Indonesia,Riau,0.93491,100.35197
829,Musim Mas,Sinar Agro Raya,Indonesia,Riau,0.42,101.7564
830,Padasa Enam Utama,Sarana Inti Karya,Indonesia,Riau,0.396472,100.613167
831 Septa Group,,Mitra Bumi,Indonesia,Riau,0.705733,101.0055
832,Padasa Enam Utama,"Sumber Alam Makmur Sentosa (Muara
Dilam)",Indonesia,Riau,0.959467,100.723783
833,Prima Sauhur Lestari,Karyabadi Sama Sejati,Indonesia,Riau,1.475833,100.598806
834,Sahabat Sawit Sejahtera,Sahabat Sawit Sejahtera,Indonesia,Kalimantan Timur,-1.484055556,116.3172778
835,Multi Palma Sejahtera,Multi Agro Sentosa,Indonesia,Riau,0.770833,100.885283
836,Multiguna Lestari Abadi,Multiguna Lestari Abadi,Indonesia,Riau,-0.951111111,102.7494444
837,Peputra Masterindo,Peputra Masterindo,Indonesia,Riau,0.589804,100.991448
838,Incasi Raya,Sumatera Makmur Lestari,Indonesia,Riau,-0.662,102.345
839,Tengganau Mandiri Lestari,Tengganau Mandiri Lestari,Indonesia,Riau,1.122222,101.257278
840,Kuala Lumpur Kepong,Adei Plantation And Industry (Mandau),Indonesia,Riau,1.08225,101.3330833
841,Kuala Lumpur Kepong,Adei Plantation Nilo 1,Indonesia,Riau,0.348056,101.971667
842,Perkebunan Nusantara VI,Rimbo Dua,Indonesia,Jambi,-1.37700556,102.1675778
843,Felda Global Ventures,Maokil,Malaysia,Johor,2.29123,102.995553
844 Felda Global Ventures,,Selendang,Malaysia,Pahang,2.703328,103.440119,
845 Chin Teck Plantations,,Chin Teck Plantations,Malaysia,Pahang,3.29414,102.82153
846 IOI Corporation,,Pamol Kluang,Malaysia,Johor,2.110445,103.392307
847,Pertubuhan Peladang Negeri Johor,"Pertubuhan Peladang Negeri Johor
(Kahang)",Malaysia,Johor,2.1714,103.4796
848,Borneo Samudera,Apas Balung,Malaysia,Sabah,4.3717667,118.1014861
849,Borneo Samudera,Serudung,Malaysia,Sabah,4.357696,117.35908
850,Kian Hoe Plantations,Kian Hoe,Malaysia,Pahang,3.049444444,103.0598611
851,Goodhope Asia Holdings,Agro Bukit,Indonesia,Kalimantan Tengah,-2.56225,112.768067
852,TH Plantations,Bahagia,Malaysia,Negeri Sembilan,2.581,102.56362
853,Teck Guan Group,Atlantica,Malaysia,Sabah,5.712135,117.686628
854,Teck Guan Group,Brantian,Malaysia,Sabah,4.436611111,117.5168056
855,Teck Guan Group,Konsep Muktamad,Malaysia,Sabah,4.494264,117.597932
856,Teck Guan Group,Sungai Burung Industries,Malaysia,Sabah,4.404281,118.137855
857,Teck Guan Group,Prosperous Sebatik,Malaysia,Sabah,4.190667,117.788555
858,Benta Wawasan,Seraya,Malaysia,Sabah,4.61407,117.600706
859,Kim Loong Resources,Desa Kim Loong,Malaysia,Sabah,5.129927,116.265564
860,Lembaga Kemajuan Tanah Negeri,Pandewan,Malaysia,Sabah,4.930894,116.472814
861,Sabah Softwoods,Kapilit,Malaysia,Sabah,4.504889,117.528747
862,Kretam Holdings,Silimpopon,Malaysia,Sabah,4.324025,117.47787
863,Kumpulan Fima,Nunukan Jaya Lestari,Indonesia,Kalimantan Timur,4.205337,117.252158
864,Golden Agri Resources,Bumipalma Lestari Persada,Indonesia,Riau,-0.598056,102.983333
865,Sinarmas Agro Res Tech,Ivo Mas Tunggal (Meganusa Intisawit),Indonesia,Riau,-0.570944,102.305167
866,Golden Agri Resources,Kresna Duta Agroindo (Jelatang),Indonesia,Jambi,-2.072222,102.485833
867,Sinarmas Agro Res Tech,Buana Wiralestari Mas (Kijang),Indonesia,Riau,0.833278,101.049472
868,Golden Agri Resources,Tapian Nadenggan (Langga Payung),Indonesia,Sumatera Utara,1.655833,99.886944
869,Golden Agri Resources,Kresna Duta Agroindo (Langling),Indonesia,Jambi,-2.100833,102.374444
870,Sinarmas Agro Res Tech,Ivo Mas Tunggal (Libo),Indonesia,Riau,0.928611,101.206389
871,Sinarmas Agro Res Tech,Buana Wiralestari Mas (Naga Sakti),Indonesia,Riau,0.783222,101.050278
872,Golden Agri Resources,Kresna Duta Agroindo (Pelakar),Indonesia,Jambi,-2.185278,102.641111
873,Sinarmas Agro Res Tech,"Ivo Mas Tunggal (Ramajaya Pramukti
Ramarama)",Indonesia,Riau,0.533494,101.076381
874,Sinarmas Agro Res Tech,Ivo Mas Tunggal (Samsam),Indonesia,Riau,0.937472,101.300222
875,Golden Agri Resources,Bahana Karya Semesta,Indonesia,Jambi,-2.086389,102.811944,
876 Golden Agri Resources,,Satya Kisma Usaha,Indonesia,Jambi,-1.590556,102.61
877 Sinarmas Agro Res Tech,,Ivo Mas Tunggal (Ujung Tanjung),Indonesia,Riau,0.969733,101.26075
878,Cargill,"Citra Koprasindo Tani (Tanjung Jabung
Barat)",Indonesia,Jambi,-1.0773556,103.11025
879,Samsung Group,Inecda,Indonesia,Riau,-0.49318,102.367555
880,Persada Nusa Nabati Indonesia,Persada Nusa Nabati Indonesia,Indonesia,Riau,0.648558,101.485061
